Source,Target,Weight,Type
012c_claudia_and_the_new_girl,040c_claudia_and_the_middle_school_mystery,6,undirected
012c_claudia_and_the_new_girl,043c_staceys_emergency,1,undirected
012c_claudia_and_the_new_girl,063c_claudias_freind_friend,9,undirected
013c_goodbye_stacey_goodbye,003c_the_truth_about_stacey,1,undirected
013c_goodbye_stacey_goodbye,005c_dawn_and_the_impossible_three,18,undirected
013c_goodbye_stacey_goodbye,006c_kristys_big_day,3,undirected
013c_goodbye_stacey_goodbye,007c_claudia_and_mean_jeanine,1,undirected
013c_goodbye_stacey_goodbye,017c_mary_annes_bad_luck_mystery,41,undirected
013c_goodbye_stacey_goodbye,018c_staceys_mistake,35,undirected
013c_goodbye_stacey_goodbye,019c_claudia_and_the_bad_joke,4,undirected
013c_goodbye_stacey_goodbye,024c_kristy_and_the_mothers_day_surprise,1,undirected
013c_goodbye_stacey_goodbye,028c_welcome_back_stacey,3,undirected
013c_goodbye_stacey_goodbye,033c_claudia_and_the_great_search,1,undirected
013c_goodbye_stacey_goodbye,044c_dawn_and_the_big_sleepover,1,undirected
013c_goodbye_stacey_goodbye,057c_dawn_saves_the_planet,1,undirected
013c_goodbye_stacey_goodbye,069c_get_well_soon_mallory,3,undirected
014c_hello_mallory,002c_claudia_and_the_phantom_phone_calls,1,undirected
014c_hello_mallory,003c_the_truth_about_stacey,2,undirected
014c_hello_mallory,011c_kristy_and_the_snobs,6,undirected
014c_hello_mallory,015c_little_miss_stoneybrook_and_dawn,4,undirected
014c_hello_mallory,016c_jessis_secret_language,23,undirected
014c_hello_mallory,019c_claudia_and_the_bad_joke,13,undirected
014c_hello_mallory,022c_jessi_ramsey_petsitter,33,undirected
014c_hello_mallory,025c_mary_anne_and_the_search_for_tigger,1,undirected
014c_hello_mallory,039c_poor_mallory,1,undirected
015c_little_miss_stoneybrook_and_dawn,007c_claudia_and_mean_jeanine,8,undirected
015c_little_miss_stoneybrook_and_dawn,011c_kristy_and_the_snobs,2,undirected
015c_little_miss_stoneybrook_and_dawn,014c_hello_mallory,4,undirected
015c_little_miss_stoneybrook_and_dawn,016c_jessis_secret_language,13,undirected
015c_little_miss_stoneybrook_and_dawn,019c_claudia_and_the_bad_joke,26,undirected
015c_little_miss_stoneybrook_and_dawn,024c_kristy_and_the_mothers_day_surprise,4,undirected
015c_little_miss_stoneybrook_and_dawn,036c_jessis_babysitter,1,undirected
015c_little_miss_stoneybrook_and_dawn,038c_kristys_mystery_admirer,1,undirected
015c_little_miss_stoneybrook_and_dawn,045c_kristy_and_the_baby_parade,1,undirected
015c_little_miss_stoneybrook_and_dawn,051c_staceys_ex_best_friend,7,undirected
016c_jessis_secret_language,014c_hello_mallory,23,undirected
016c_jessis_secret_language,015c_little_miss_stoneybrook_and_dawn,13,undirected
016c_jessis_secret_language,017c_mary_annes_bad_luck_mystery,7,undirected
016c_jessis_secret_language,020c_kristy_and_the_walking_disaster,5,undirected
016c_jessis_secret_language,022c_jessi_ramsey_petsitter,9,undirected
016c_jessis_secret_language,026c_claudia_and_the_sad_goodbye,1,undirected
016c_jessis_secret_language,027c_jessi_and_the_superbrat,3,undirected
016c_jessis_secret_language,029c_mallory_and_the_mystery_diary,2,undirected
016c_jessis_secret_language,030c_mary_anne_and_the_great_romance,7,undirected
016c_jessis_secret_language,032c_kristy_and_the_secret_of_susan,54,undirected
016c_jessis_secret_language,033c_claudia_and_the_great_search,5,undirected
016c_jessis_secret_language,036c_jessis_babysitter,1,undirected
016c_jessis_secret_language,038c_kristys_mystery_admirer,10,undirected
016c_jessis_secret_language,041c_mary_anne_vs_logan,1,undirected
017c_mary_annes_bad_luck_mystery,010c_logan_likes_mary_anne,12,undirected
017c_mary_annes_bad_luck_mystery,013c_goodbye_stacey_goodbye,41,undirected
017c_mary_annes_bad_luck_mystery,016c_jessis_secret_language,7,undirected
017c_mary_annes_bad_luck_mystery,018c_staceys_mistake,31,undirected
017c_mary_annes_bad_luck_mystery,022c_jessi_ramsey_petsitter,4,undirected
017c_mary_annes_bad_luck_mystery,029c_mallory_and_the_mystery_diary,1,undirected
017c_mary_annes_bad_luck_mystery,038c_kristys_mystery_admirer,12,undirected
018c_staceys_mistake,013c_goodbye_stacey_goodbye,35,undirected
018c_staceys_mistake,017c_mary_annes_bad_luck_mystery,31,undirected
018c_staceys_mistake,024c_kristy_and_the_mothers_day_surprise,2,undirected
018c_staceys_mistake,028c_welcome_back_stacey,10,undirected
018c_staceys_mistake,030c_mary_anne_and_the_great_romance,7,undirected
018c_staceys_mistake,033c_claudia_and_the_great_search,3,undirected
019c_claudia_and_the_bad_joke,000c_the_summer_before,9,undirected
019c_claudia_and_the_bad_joke,002c_claudia_and_the_phantom_phone_calls,3,undirected
019c_claudia_and_the_bad_joke,003c_the_truth_about_stacey,4,undirected
019c_claudia_and_the_bad_joke,004c_mary_anne_saves_the_day,4,undirected
019c_claudia_and_the_bad_joke,007c_claudia_and_mean_jeanine,9,undirected
019c_claudia_and_the_bad_joke,010c_logan_likes_mary_anne,32,undirected
019c_claudia_and_the_bad_joke,012c_claudia_and_the_new_girl,34,undirected
019c_claudia_and_the_bad_joke,013c_goodbye_stacey_goodbye,4,undirected
019c_claudia_and_the_bad_joke,014c_hello_mallory,13,undirected
019c_claudia_and_the_bad_joke,015c_little_miss_stoneybrook_and_dawn,26,undirected
019c_claudia_and_the_bad_joke,021c_mallory_and_the_trouble_with_twins,15,undirected
019c_claudia_and_the_bad_joke,022c_jessi_ramsey_petsitter,23,undirected
019c_claudia_and_the_bad_joke,023c_dawn_on_the_coast,3,undirected
019c_claudia_and_the_bad_joke,024c_kristy_and_the_mothers_day_surprise,1,undirected
019c_claudia_and_the_bad_joke,025c_mary_anne_and_the_search_for_tigger,21,undirected
019c_claudia_and_the_bad_joke,026c_claudia_and_the_sad_goodbye,14,undirected
019c_claudia_and_the_bad_joke,031c_dawns_wicked_stepsister,4,undirected
019c_claudia_and_the_bad_joke,033c_claudia_and_the_great_search,2,undirected
019c_claudia_and_the_bad_joke,041c_mary_anne_vs_logan,35,undirected
019c_claudia_and_the_bad_joke,043c_staceys_emergency,52,undirected
019c_claudia_and_the_bad_joke,045c_kristy_and_the_baby_parade,1,undirected
019c_claudia_and_the_bad_joke,049c_claudia_and_the_genius_of_elm_street,2,undirected
019c_claudia_and_the_bad_joke,052c_mary_anne_plus_too_many_babies,11,undirected
019c_claudia_and_the_bad_joke,066c_maid_mary_anne,10,undirected
019c_claudia_and_the_bad_joke,068c_jessi_and_the_bad_babysitter,23,undirected
020c_kristy_and_the_walking_disaster,011c_kristy_and_the_snobs,26,undirected
020c_kristy_and_the_walking_disaster,016c_jessis_secret_language,5,undirected
020c_kristy_and_the_walking_disaster,021c_mallory_and_the_trouble_with_twins,1,undirected
020c_kristy_and_the_walking_disaster,022c_jessi_ramsey_petsitter,4,undirected
020c_kristy_and_the_walking_disaster,024c_kristy_and_the_mothers_day_surprise,2,undirected
020c_kristy_and_the_walking_disaster,032c_kristy_and_the_secret_of_susan,1,undirected
020c_kristy_and_the_walking_disaster,038c_kristys_mystery_admirer,46,undirected
021c_mallory_and_the_trouble_with_twins,007c_claudia_and_mean_jeanine,1,undirected
021c_mallory_and_the_trouble_with_twins,011c_kristy_and_the_snobs,1,undirected
021c_mallory_and_the_trouble_with_twins,019c_claudia_and_the_bad_joke,15,undirected
021c_mallory_and_the_trouble_with_twins,020c_kristy_and_the_walking_disaster,1,undirected
021c_mallory_and_the_trouble_with_twins,022c_jessi_ramsey_petsitter,6,undirected
021c_mallory_and_the_trouble_with_twins,028c_welcome_back_stacey,1,undirected
021c_mallory_and_the_trouble_with_twins,030c_mary_anne_and_the_great_romance,29,undirected
021c_mallory_and_the_trouble_with_twins,038c_kristys_mystery_admirer,1,undirected
021c_mallory_and_the_trouble_with_twins,041c_mary_anne_vs_logan,3,undirected
021c_mallory_and_the_trouble_with_twins,069c_get_well_soon_mallory,2,undirected
022c_jessi_ramsey_petsitter,011c_kristy_and_the_snobs,7,undirected
022c_jessi_ramsey_petsitter,014c_hello_mallory,33,undirected
022c_jessi_ramsey_petsitter,016c_jessis_secret_language,9,undirected
022c_jessi_ramsey_petsitter,017c_mary_annes_bad_luck_mystery,4,undirected
022c_jessi_ramsey_petsitter,019c_claudia_and_the_bad_joke,23,undirected
022c_jessi_ramsey_petsitter,020c_kristy_and_the_walking_disaster,4,undirected
022c_jessi_ramsey_petsitter,021c_mallory_and_the_trouble_with_twins,6,undirected
022c_jessi_ramsey_petsitter,024c_kristy_and_the_mothers_day_surprise,7,undirected
022c_jessi_ramsey_petsitter,025c_mary_anne_and_the_search_for_tigger,48,undirected
022c_jessi_ramsey_petsitter,029c_mallory_and_the_mystery_diary,1,undirected
022c_jessi_ramsey_petsitter,036c_jessis_babysitter,2,undirected
022c_jessi_ramsey_petsitter,068c_jessi_and_the_bad_babysitter,6,undirected
023c_dawn_on_the_coast,007c_claudia_and_mean_jeanine,2,undirected
023c_dawn_on_the_coast,009c_the_ghost_at_dawns_house,5,undirected
023c_dawn_on_the_coast,019c_claudia_and_the_bad_joke,3,undirected
023c_dawn_on_the_coast,027c_jessi_and_the_superbrat,60,undirected
023c_dawn_on_the_coast,035c_stacey_and_the_mystery_of_stoneybrook,4,undirected
023c_dawn_on_the_coast,041c_mary_anne_vs_logan,4,undirected
023c_dawn_on_the_coast,044c_dawn_and_the_big_sleepover,2,undirected
023c_dawn_on_the_coast,045c_kristy_and_the_baby_parade,2,undirected
023c_dawn_on_the_coast,047c_mallory_on_strike,1,undirected
023c_dawn_on_the_coast,067c_dawns_big_move,9,undirected
024c_kristy_and_the_mothers_day_surprise,006c_kristys_big_day,14,undirected
024c_kristy_and_the_mothers_day_surprise,007c_claudia_and_mean_jeanine,2,undirected
024c_kristy_and_the_mothers_day_surprise,011c_kristy_and_the_snobs,3,undirected
024c_kristy_and_the_mothers_day_surprise,013c_goodbye_stacey_goodbye,1,undirected
024c_kristy_and_the_mothers_day_surprise,015c_little_miss_stoneybrook_and_dawn,4,undirected
024c_kristy_and_the_mothers_day_surprise,018c_staceys_mistake,2,undirected
024c_kristy_and_the_mothers_day_surprise,019c_claudia_and_the_bad_joke,1,undirected
024c_kristy_and_the_mothers_day_surprise,020c_kristy_and_the_walking_disaster,2,undirected
024c_kristy_and_the_mothers_day_surprise,022c_jessi_ramsey_petsitter,7,undirected
024c_kristy_and_the_mothers_day_surprise,030c_mary_anne_and_the_great_romance,14,undirected
024c_kristy_and_the_mothers_day_surprise,038c_kristys_mystery_admirer,21,undirected
024c_kristy_and_the_mothers_day_surprise,048c_jessis_wish,2,undirected
025c_mary_anne_and_the_search_for_tigger,010c_logan_likes_mary_anne,1,undirected
025c_mary_anne_and_the_search_for_tigger,011c_kristy_and_the_snobs,14,undirected
025c_mary_anne_and_the_search_for_tigger,014c_hello_mallory,1,undirected
025c_mary_anne_and_the_search_for_tigger,019c_claudia_and_the_bad_joke,21,undirected
025c_mary_anne_and_the_search_for_tigger,022c_jessi_ramsey_petsitter,48,undirected
025c_mary_anne_and_the_search_for_tigger,029c_mallory_and_the_mystery_diary,2,undirected
025c_mary_anne_and_the_search_for_tigger,032c_kristy_and_the_secret_of_susan,4,undirected
025c_mary_anne_and_the_search_for_tigger,041c_mary_anne_vs_logan,3,undirected
026c_claudia_and_the_sad_goodbye,000c_the_summer_before,28,undirected
026c_claudia_and_the_sad_goodbye,012c_claudia_and_the_new_girl,3,undirected
026c_claudia_and_the_sad_goodbye,016c_jessis_secret_language,1,undirected
026c_claudia_and_the_sad_goodbye,019c_claudia_and_the_bad_joke,14,undirected
026c_claudia_and_the_sad_goodbye,028c_welcome_back_stacey,2,undirected
026c_claudia_and_the_sad_goodbye,030c_mary_anne_and_the_great_romance,1,undirected
026c_claudia_and_the_sad_goodbye,031c_dawns_wicked_stepsister,44,undirected
026c_claudia_and_the_sad_goodbye,033c_claudia_and_the_great_search,27,undirected
026c_claudia_and_the_sad_goodbye,046c_mary_anne_misses_logan,3,undirected
027c_jessi_and_the_superbrat,016c_jessis_secret_language,3,undirected
027c_jessi_and_the_superbrat,023c_dawn_on_the_coast,60,undirected
027c_jessi_and_the_superbrat,042c_jessi_and_the_dance_school_phantom,19,undirected
027c_jessi_and_the_superbrat,045c_kristy_and_the_baby_parade,1,undirected
027c_jessi_and_the_superbrat,054c_mallory_and_the_dream_horse,1,undirected
027c_jessi_and_the_superbrat,055c_jessis_gold_medal,2,undirected
027c_jessi_and_the_superbrat,070c_stacey_and_the_cheerleaders,4,undirected
028c_welcome_back_stacey,000c_the_summer_before,3,undirected
028c_welcome_back_stacey,012c_claudia_and_the_new_girl,1,undirected
028c_welcome_back_stacey,013c_goodbye_stacey_goodbye,3,undirected
028c_welcome_back_stacey,018c_staceys_mistake,10,undirected
028c_welcome_back_stacey,021c_mallory_and_the_trouble_with_twins,1,undirected
028c_welcome_back_stacey,026c_claudia_and_the_sad_goodbye,2,undirected
028c_welcome_back_stacey,030c_mary_anne_and_the_great_romance,15,undirected
028c_welcome_back_stacey,031c_dawns_wicked_stepsister,4,undirected
028c_welcome_back_stacey,033c_claudia_and_the_great_search,26,undirected
028c_welcome_back_stacey,041c_mary_anne_vs_logan,12,undirected
028c_welcome_back_stacey,043c_staceys_emergency,23,undirected
028c_welcome_back_stacey,059c_mallory_hates_boys_and_gym,1,undirected
029c_mallory_and_the_mystery_diary,007c_claudia_and_mean_jeanine,1,undirected
029c_mallory_and_the_mystery_diary,016c_jessis_secret_language,2,undirected
029c_mallory_and_the_mystery_diary,017c_mary_annes_bad_luck_mystery,1,undirected
029c_mallory_and_the_mystery_diary,022c_jessi_ramsey_petsitter,1,undirected
029c_mallory_and_the_mystery_diary,025c_mary_anne_and_the_search_for_tigger,2,undirected
029c_mallory_and_the_mystery_diary,030c_mary_anne_and_the_great_romance,6,undirected
029c_mallory_and_the_mystery_diary,031c_dawns_wicked_stepsister,8,undirected
029c_mallory_and_the_mystery_diary,032c_kristy_and_the_secret_of_susan,9,undirected
029c_mallory_and_the_mystery_diary,033c_claudia_and_the_great_search,10,undirected
029c_mallory_and_the_mystery_diary,036c_jessis_babysitter,11,undirected
029c_mallory_and_the_mystery_diary,038c_kristys_mystery_admirer,2,undirected
029c_mallory_and_the_mystery_diary,041c_mary_anne_vs_logan,1,undirected
029c_mallory_and_the_mystery_diary,046c_mary_anne_misses_logan,10,undirected
029c_mallory_and_the_mystery_diary,052c_mary_anne_plus_too_many_babies,1,undirected
029c_mallory_and_the_mystery_diary,055c_jessis_gold_medal,3,undirected
029c_mallory_and_the_mystery_diary,057c_dawn_saves_the_planet,2,undirected
030c_mary_anne_and_the_great_romance,016c_jessis_secret_language,7,undirected
030c_mary_anne_and_the_great_romance,018c_staceys_mistake,7,undirected
030c_mary_anne_and_the_great_romance,021c_mallory_and_the_trouble_with_twins,29,undirected
030c_mary_anne_and_the_great_romance,024c_kristy_and_the_mothers_day_surprise,14,undirected
030c_mary_anne_and_the_great_romance,026c_claudia_and_the_sad_goodbye,1,undirected
030c_mary_anne_and_the_great_romance,028c_welcome_back_stacey,15,undirected
030c_mary_anne_and_the_great_romance,029c_mallory_and_the_mystery_diary,6,undirected
030c_mary_anne_and_the_great_romance,031c_dawns_wicked_stepsister,57,undirected
030c_mary_anne_and_the_great_romance,032c_kristy_and_the_secret_of_susan,25,undirected
030c_mary_anne_and_the_great_romance,033c_claudia_and_the_great_search,2,undirected
030c_mary_anne_and_the_great_romance,036c_jessis_babysitter,1,undirected
030c_mary_anne_and_the_great_romance,041c_mary_anne_vs_logan,8,undirected
030c_mary_anne_and_the_great_romance,052c_mary_anne_plus_too_many_babies,2,undirected
031c_dawns_wicked_stepsister,019c_claudia_and_the_bad_joke,4,undirected
031c_dawns_wicked_stepsister,026c_claudia_and_the_sad_goodbye,44,undirected
031c_dawns_wicked_stepsister,028c_welcome_back_stacey,4,undirected
031c_dawns_wicked_stepsister,029c_mallory_and_the_mystery_diary,8,undirected
031c_dawns_wicked_stepsister,030c_mary_anne_and_the_great_romance,57,undirected
031c_dawns_wicked_stepsister,033c_claudia_and_the_great_search,27,undirected
031c_dawns_wicked_stepsister,036c_jessis_babysitter,8,undirected
031c_dawns_wicked_stepsister,039c_poor_mallory,9,undirected
031c_dawns_wicked_stepsister,043c_staceys_emergency,9,undirected
031c_dawns_wicked_stepsister,058c_staceys_choice,2,undirected
032c_kristy_and_the_secret_of_susan,016c_jessis_secret_language,54,undirected
032c_kristy_and_the_secret_of_susan,020c_kristy_and_the_walking_disaster,1,undirected
032c_kristy_and_the_secret_of_susan,025c_mary_anne_and_the_search_for_tigger,4,undirected
032c_kristy_and_the_secret_of_susan,029c_mallory_and_the_mystery_diary,9,undirected
032c_kristy_and_the_secret_of_susan,030c_mary_anne_and_the_great_romance,25,undirected
032c_kristy_and_the_secret_of_susan,033c_claudia_and_the_great_search,10,undirected
032c_kristy_and_the_secret_of_susan,038c_kristys_mystery_admirer,29,undirected
032c_kristy_and_the_secret_of_susan,039c_poor_mallory,1,undirected
032c_kristy_and_the_secret_of_susan,048c_jessis_wish,9,undirected
032c_kristy_and_the_secret_of_susan,056c_keep_out_claudia,9,undirected
032c_kristy_and_the_secret_of_susan,058c_staceys_choice,1,undirected
032c_kristy_and_the_secret_of_susan,066c_maid_mary_anne,1,undirected
033c_claudia_and_the_great_search,000c_the_summer_before,6,undirected
033c_claudia_and_the_great_search,013c_goodbye_stacey_goodbye,1,undirected
033c_claudia_and_the_great_search,016c_jessis_secret_language,5,undirected
033c_claudia_and_the_great_search,018c_staceys_mistake,3,undirected
033c_claudia_and_the_great_search,019c_claudia_and_the_bad_joke,2,undirected
033c_claudia_and_the_great_search,026c_claudia_and_the_sad_goodbye,27,undirected
033c_claudia_and_the_great_search,028c_welcome_back_stacey,26,undirected
033c_claudia_and_the_great_search,029c_mallory_and_the_mystery_diary,10,undirected
033c_claudia_and_the_great_search,030c_mary_anne_and_the_great_romance,2,undirected
033c_claudia_and_the_great_search,031c_dawns_wicked_stepsister,27,undirected
033c_claudia_and_the_great_search,032c_kristy_and_the_secret_of_susan,10,undirected
033c_claudia_and_the_great_search,036c_jessis_babysitter,1,undirected
033c_claudia_and_the_great_search,038c_kristys_mystery_admirer,2,undirected
033c_claudia_and_the_great_search,041c_mary_anne_vs_logan,3,undirected
033c_claudia_and_the_great_search,043c_staceys_emergency,9,undirected
033c_claudia_and_the_great_search,046c_mary_anne_misses_logan,11,undirected
033c_claudia_and_the_great_search,052c_mary_anne_plus_too_many_babies,1,undirected
034c_mary_anne_and_too_many_boys,007c_claudia_and_mean_jeanine,2,undirected
034c_mary_anne_and_too_many_boys,008c_boy_crazy_stacey,1,undirected
034c_mary_anne_and_too_many_boys,037c_dawn_and_the_older_boy,52,undirected
034c_mary_anne_and_too_many_boys,049c_claudia_and_the_genius_of_elm_street,4,undirected
034c_mary_anne_and_too_many_boys,050c_dawns_big_date,12,undirected
034c_mary_anne_and_too_many_boys,053c_kristy_for_president,4,undirected
034c_mary_anne_and_too_many_boys,054c_mallory_and_the_dream_horse,3,undirected
